Case ID,Activity,Timestamp,Case Type,Branch,Ramo,Brocker,Client,Creator,Value,Insurance,State
8776,Ingresar tramite,2025-02-10 18:34:16.588795+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Ingresar tramite
8776,Registrar PO,2025-02-12 08:43:50.035192+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Registrar PO
8776,Enviar a emision,2025-02-12 14:22:26.488303+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Enviar a emision
8776,Revisión en emisión,2025-02-13 01:44:03.543710+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Revisión en emisión
8776,Control de calidad documental,2025-02-13 19:25:15.235641+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Control de calidad documental
8776,Devolucion a emision de control de calidad,2025-02-13 20:37:14.160070+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Devolucion a emision de control de calidad
8776,Iniciar facturación,2025-02-14 07:58:49.021966+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Iniciar facturación
8776,Generar Factura,2025-02-14 11:43:53.273191+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Generar Factura
8776,Contabilizar Factura,2025-02-15 05:08:59.300985+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Contabilizar Factura
8776,Generar poliza,2025-02-15 15:24:51.749725+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Generar poliza
8776,Enviar factura electronica,2025-02-16 18:00:52.083211+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Enviar factura electronica
8776,Respuesta SRI,2025-02-17 06:11:27.367689+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Respuesta SRI
8776,Enviar poliza electronica,2025-02-18 18:52:03.968722+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Enviar poliza electronica
8776,Firma poliza electronica por parte del cliente,2025-02-18 21:52:41.829308+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Firma poliza electronica por parte del cliente
8776,Finalizar envio poliza y factura al cliente,2025-02-19 08:01:24.116546+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Finalizar envio poliza y factura al cliente
8776,Finalizar proceso de emision,2025-02-20 01:33:15.216600+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Finalizar proceso de emision
8776,Recepcion pago,2025-02-20 01:57:16.719101+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Recepcion pago
8776,Registro de compromiso,2025-02-21 03:46:36.356521+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Registro de compromiso
8776,Enviar a Revisión suscripción,2025-02-22 00:55:24.515082+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Enviar a Revisión suscripción
8776,Validar info enviada,2025-02-22 18:24:11.661981+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Validar info enviada
8776,Revisión en suscripción,2025-02-22 19:16:39.005322+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Revisión en suscripción
8776,Enviar a suscripcion local,2025-02-23 08:21:34.448512+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Enviar a suscripcion local
8776,Aprobar solicitud en suscripcion local,2025-02-23 15:10:46.294154+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Aprobar solicitud en suscripcion local
8776,Enviar respuesta al area comercial,2025-02-23 21:25:30.685972+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Enviar respuesta al area comercial
8776,Declinar por parte del Brocker,2025-02-23 22:54:28.697367+00:00,Policy onboarding,Branch 4,Workers' Compensation Insurance,Marion,Darlene,Susan,4100,050969,Declinar por parte del Brocker
2909,Registro de compromiso,2025-02-23 13:49:09.904656+00:00,Renewal,Branch 3,Burial Insurance,Xavier,Cody,Sheila,5600,023968,Registro de compromiso
2909,Enviar a Revisión suscripción,2025-02-23 19:12:47.522305+00:00,Renewal,Branch 3,Burial Insurance,Xavier,Cody,Sheila,5600,023968,Enviar a Revisión suscripción
2909,Validar info enviada,2025-02-24 17:51:48.334211+00:00,Renewal,Branch 3,Burial Insurance,Xavier,Cody,Sheila,5600,023968,Validar info enviada
2909,Revisión en suscripción,2025-02-25 03:25:17.967476+00:00,Renewal,Branch 3,Burial Insurance,Xavier,Cody,Sheila,5600,023968,Revisión en suscripción
2909,Enviar a suscripcion local,2025-02-25 08:14:08.846577+00:00,Renewal,Branch 3,Burial Insurance,Xavier,Cody,Sheila,5600,023968,Enviar a suscripcion local
2909,Aprobar solicitud en suscripcion local,2025-02-26 05:19:15.521588+00:00,Renewal,Branch 3,Burial Insurance,Xavier,Cody,Sheila,5600,023968,Aprobar solicitud en suscripcion local
2909,Enviar respuesta al area comercial,2025-02-26 19:59:48.606942+00:00,Renewal,Branch 3,Burial Insurance,Xavier,Cody,Sheila,5600,023968,Enviar respuesta al area comercial
2909,Rechazar (perdida) por parte del Brocker,2025-02-27 19:05:28.722230+00:00,Renewal,Branch 3,Burial Insurance,Xavier,Cody,Sheila,5600,023968,Rechazar (perdida) por parte del Brocker
5184,Registro de compromiso,2025-01-14 09:46:04.512091+00:00,Renewal,Branch 10,Business Insurance,Sue,Zachary,Miranda,5700,006828,Registro de compromiso
5184,Enviar a Revisión suscripción,2025-01-15 02:33:24.889073+00:00,Renewal,Branch 10,Business Insurance,Sue,Zachary,Miranda,5700,006828,Enviar a Revisión suscripción
5184,Validar info enviada,2025-01-17 01:38:29.854390+00:00,Renewal,Branch 10,Business Insurance,Sue,Zachary,Miranda,5700,006828,Validar info enviada
5184,Revisión en suscripción,2025-01-17 19:20:24.103335+00:00,Renewal,Branch 10,Business Insurance,Sue,Zachary,Miranda,5700,006828,Revisión en suscripción
5184,Enviar a suscripcion local,2025-01-18 04:23:09.909928+00:00,Renewal,Branch 10,Business Insurance,Sue,Zachary,Miranda,5700,006828,Enviar a suscripcion local
5184,Aprobar solicitud en suscripcion local,2025-01-18 11:11:11.826808+00:00,Renewal,Branch 10,Business Insurance,Sue,Zachary,Miranda,5700,006828,Aprobar solicitud en suscripcion local
5184,Enviar respuesta al area comercial,2025-01-19 11:52:17.018745+00:00,Renewal,Branch 10,Business Insurance,Sue,Zachary,Miranda,5700,006828,Enviar respuesta al area comercial
5184,Declinar por parte del Brocker,2025-01-19 12:45:48.671604+00:00,Renewal,Branch 10,Business Insurance,Sue,Zachary,Miranda,5700,006828,Declinar por parte del Brocker
7398,Registro de compromiso,2025-01-23 19:04:44.355306+00:00,Issuance,Branch 8,Fire Insurance,Rick,Harry,Spencer,2500,053906,Registro de compromiso
7398,Enviar a Revisión suscripción,2025-01-23 20:50:33.689272+00:00,Issuance,Branch 8,Fire Insurance,Rick,Harry,Spencer,2500,053906,Enviar a Revisión suscripción
7398,Revisión en suscripción,2025-01-24 19:07:17.568524+00:00,Issuance,Branch 8,Fire Insurance,Rick,Harry,Spencer,2500,053906,Revisión en suscripción
7398,Enviar a suscripcion local,2025-01-24 19:33:05.821090+00:00,Issuance,Branch 8,Fire Insurance,Rick,Harry,Spencer,2500,053906,Enviar a suscripcion local
7398,Aprobar solicitud en suscripcion local,2025-01-24 21:47:08.727902+00:00,Issuance,Branch 8,Fire Insurance,Rick,Harry,Spencer,2500,053906,Aprobar solicitud en suscripcion local
7398,Enviar respuesta al area comercial,2025-01-25 05:54:06.989164+00:00,Issuance,Branch 8,Fire Insurance,Rick,Harry,Spencer,2500,053906,Enviar respuesta al area comercial
7398,Declinar por parte del Brocker,2025-01-25 09:00:26.127522+00:00,Issuance,Branch 8,Fire Insurance,Rick,Harry,Spencer,2500,053906,Declinar por parte del Brocker
9689,Registro de compromiso,2025-02-20 14:26:32.145222+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Registro de compromiso
9689,Enviar a Revisión suscripción,2025-02-20 16:55:01.267187+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Enviar a Revisión suscripción
9689,Revisión en suscripción,2025-02-21 01:39:38.609659+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Revisión en suscripción
9689,Enviar a suscripcion local,2025-02-21 09:19:49.038904+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Enviar a suscripcion local
9689,Aprobar solicitud en suscripcion local,2025-02-22 14:17:43.279814+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Aprobar solicitud en suscripcion local
9689,Enviar respuesta al area comercial,2025-02-22 20:47:50.818966+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Enviar respuesta al area comercial
9689,Aceptar (ganado) por parte del Brocker,2025-02-22 21:19:59.572745+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Aceptar (ganado) por parte del Brocker
9689,Visado,2025-02-24 04:02:49.127452+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Visado
9689,Revisión en emisión,2025-02-24 19:32:10.867039+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Revisión en emisión
9689,Control de calidad documental,2025-02-24 22:38:40.708419+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Control de calidad documental
9689,Devolucion a emision de control de calidad,2025-02-25 05:44:09.819172+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Devolucion a emision de control de calidad
9689,Iniciar facturación,2025-02-25 15:26:36.969580+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Iniciar facturación
9689,Generar Factura,2025-02-25 16:35:13.127212+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Generar Factura
9689,Contabilizar Factura,2025-02-25 21:00:54.007566+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Contabilizar Factura
9689,Generar poliza,2025-02-26 05:44:13.972623+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Generar poliza
9689,Enviar factura electronica,2025-02-28 10:42:48.001151+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Enviar factura electronica
9689,Respuesta SRI,2025-02-28 22:46:10.717879+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Respuesta SRI
9689,Enviar poliza electronica,2025-03-01 04:18:41.421031+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Enviar poliza electronica
9689,Firma poliza electronica por parte del cliente,2025-03-01 22:58:03.984432+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Firma poliza electronica por parte del cliente
9689,Finalizar envio poliza y factura al cliente,2025-03-02 20:23:37.872178+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Finalizar envio poliza y factura al cliente
9689,Finalizar proceso de emision,2025-03-03 06:38:53.293279+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Finalizar proceso de emision
9689,Recepcion pago,2025-03-03 08:56:34.024148+00:00,Issuance,Branch 9,Auto Insurance,Fred,Clinton,Eleanor,2700,016774,Recepcion pago
7569,Registro de compromiso,2025-01-03 15:58:32.236502+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Registro de compromiso
7569,Enviar a Revisión suscripción,2025-01-04 06:30:28.369438+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Enviar a Revisión suscripción
7569,Revisión en suscripción,2025-01-04 06:50:09.865934+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Revisión en suscripción
7569,Realizar devolucion desde suscripcion,2025-01-04 14:04:55.632363+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Realizar devolucion desde suscripcion
7569,Enviar a Revisión suscripción,2025-01-04 20:43:18.313395+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Enviar a Revisión suscripción
7569,Revisión en suscripción,2025-01-07 18:59:25.317259+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Revisión en suscripción
7569,Enviar a suscripcion local,2025-01-08 02:10:06.306737+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Enviar a suscripcion local
7569,Aprobar solicitud en suscripcion local,2025-01-08 06:52:23.926874+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Aprobar solicitud en suscripcion local
7569,Enviar respuesta al area comercial,2025-01-08 09:34:35.117694+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Enviar respuesta al area comercial
7569,Aceptar (ganado) por parte del Brocker,2025-01-08 09:40:46.372147+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Aceptar (ganado) por parte del Brocker
7569,Visado,2025-01-08 23:25:43.912138+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Visado
7569,Revisión en emisión,2025-01-09 02:50:16.545451+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Revisión en emisión
7569,Iniciar facturación,2025-01-09 18:35:27.561991+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Iniciar facturación
7569,Generar Factura,2025-01-10 08:04:38.040955+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Generar Factura
7569,Contabilizar Factura,2025-01-12 02:01:06.371523+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Contabilizar Factura
7569,Generar poliza,2025-01-12 02:18:46.702219+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Generar poliza
7569,Enviar factura electronica,2025-01-12 06:48:01.955528+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Enviar factura electronica
7569,Respuesta SRI,2025-01-14 02:24:11.773420+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Respuesta SRI
7569,Enviar poliza electronica,2025-01-14 05:32:29.610364+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Enviar poliza electronica
7569,Firma poliza electronica por parte del cliente,2025-01-14 12:13:59.627693+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Firma poliza electronica por parte del cliente
7569,Finalizar envio poliza y factura al cliente,2025-01-15 14:51:27.532477+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Finalizar envio poliza y factura al cliente
7569,Finalizar proceso de emision,2025-01-16 03:59:45.364915+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Finalizar proceso de emision
7569,Recepcion pago,2025-01-16 18:02:22.821655+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Recepcion pago
7569,Aprobar solicitud en suscripcion local,2025-01-16 20:17:47.506147+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Aprobar solicitud en suscripcion local
7569,Enviar respuesta al area comercial,2025-01-17 15:03:19.696012+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Enviar respuesta al area comercial
7569,Aceptar (ganado) por parte del Brocker,2025-01-18 01:06:04.190769+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Aceptar (ganado) por parte del Brocker
7569,Visado,2025-01-19 03:15:18.290366+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Visado
7569,Revisión en emisión,2025-01-19 04:28:01.141401+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Revisión en emisión
7569,Devolucion a visado desde emisión,2025-01-19 21:22:46.203947+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Devolucion a visado desde emisión
7569,Visado,2025-01-19 22:26:49.099494+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Visado
7569,Revisión en emisión,2025-01-20 05:38:14.128082+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Revisión en emisión
7569,Control de calidad documental,2025-01-21 16:59:37.374036+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Control de calidad documental
7569,Devolucion a emision de control de calidad,2025-01-21 20:16:55.089348+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Devolucion a emision de control de calidad
7569,Iniciar facturación,2025-01-22 00:59:53.319939+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Iniciar facturación
7569,Generar Factura,2025-01-22 02:17:54.165509+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Generar Factura
7569,Contabilizar Factura,2025-01-22 16:26:00.115542+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Contabilizar Factura
7569,Generar poliza,2025-01-23 19:07:04.430816+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Generar poliza
7569,Enviar factura electronica,2025-01-23 20:03:11.222506+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Enviar factura electronica
7569,Respuesta SRI,2025-01-24 05:21:06.257893+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Respuesta SRI
7569,Enviar poliza electronica,2025-01-24 06:48:01.573358+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Enviar poliza electronica
7569,Firma poliza electronica por parte del cliente,2025-01-24 14:34:27.105975+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Firma poliza electronica por parte del cliente
7569,Finalizar envio poliza y factura al cliente,2025-01-26 11:46:05.807492+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Finalizar envio poliza y factura al cliente
7569,Devolucion a comercial (corregir informacion),2025-01-27 13:06:13.112848+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Devolucion a comercial (corregir informacion)
7569,Finalizar envio poliza y factura al cliente,2025-01-28 00:20:29.693104+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Finalizar envio poliza y factura al cliente
7569,Finalizar proceso de emision,2025-01-28 14:25:34.572989+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Finalizar proceso de emision
7569,Recepcion pago,2025-01-28 20:24:27.987927+00:00,Renewal,Branch 9,Crop Insurance,Irene,Stanley,Isaiah,3300,082490,Recepcion pago
4821,Registro de compromiso,2025-02-18 19:26:45.421929+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Registro de compromiso
4821,Enviar a Revisión suscripción,2025-02-19 02:23:22.867039+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Enviar a Revisión suscripción
4821,Validar info enviada,2025-02-19 22:59:38.689994+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Validar info enviada
4821,Revisión en suscripción,2025-02-20 01:24:15.347643+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Revisión en suscripción
4821,Enviar a suscripcion local,2025-02-20 14:17:29.305727+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Enviar a suscripcion local
4821,Aprobar solicitud en suscripcion local,2025-02-20 19:20:03.836698+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Aprobar solicitud en suscripcion local
4821,Enviar respuesta al area comercial,2025-02-20 20:34:33.278400+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Enviar respuesta al area comercial
4821,Aceptar (ganado) por parte del Brocker,2025-02-21 19:15:26.018110+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Aceptar (ganado) por parte del Brocker
4821,Visado,2025-02-21 20:12:00.876265+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Visado
4821,Revisión en emisión,2025-02-22 04:40:31.311006+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Revisión en emisión
4821,Iniciar facturación,2025-02-22 22:35:40.655633+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Iniciar facturación
4821,Generar Factura,2025-02-24 01:57:27.560061+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Generar Factura
4821,Contabilizar Factura,2025-02-24 06:15:36.310067+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Contabilizar Factura
4821,Generar poliza,2025-02-24 08:10:59.498697+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Generar poliza
4821,Enviar factura electronica,2025-02-27 06:44:26.493270+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Enviar factura electronica
4821,Respuesta SRI,2025-02-28 03:53:17.165041+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Respuesta SRI
4821,Enviar poliza electronica,2025-03-01 03:38:13.768524+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Enviar poliza electronica
4821,Firma poliza electronica por parte del cliente,2025-03-01 09:54:12.348295+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Firma poliza electronica por parte del cliente
4821,Finalizar envio poliza y factura al cliente,2025-03-01 15:53:03.516383+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Finalizar envio poliza y factura al cliente
4821,Devolucion a emision (corregir informacion),2025-03-01 16:01:51.983360+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Devolucion a emision (corregir informacion)
4821,Finalizar envio poliza y factura al cliente,2025-03-01 19:06:28.224865+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Finalizar envio poliza y factura al cliente
4821,Finalizar proceso de emision,2025-03-02 12:59:15.439685+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Finalizar proceso de emision
4821,Recepcion pago,2025-03-03 17:20:30.389739+00:00,Renewal,Branch 7,Marine Insurance,Russell,Rosemary,Ruth,4800,072041,Recepcion pago
4514,Visado,2025-01-19 12:46:19.020734+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Visado
4514,Revisión en emisión,2025-01-19 21:00:50.728854+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Revisión en emisión
4514,Iniciar facturación,2025-01-19 23:37:43.790094+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Iniciar facturación
4514,Generar Factura,2025-01-20 01:51:45.126009+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Generar Factura
4514,Contabilizar Factura,2025-01-20 08:26:39.905336+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Contabilizar Factura
4514,Generar poliza,2025-01-20 08:54:00.636066+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Generar poliza
4514,Enviar factura electronica,2025-01-21 02:26:38.473039+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Enviar factura electronica
4514,Respuesta SRI,2025-01-21 14:23:25.235398+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Respuesta SRI
4514,Enviar poliza electronica,2025-01-21 15:58:33.620425+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Enviar poliza electronica
4514,Firma poliza electronica por parte del cliente,2025-01-21 19:54:16.741458+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Firma poliza electronica por parte del cliente
4514,Finalizar envio poliza y factura al cliente,2025-01-22 06:17:49.669598+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Finalizar envio poliza y factura al cliente
4514,Devolucion a emision (corregir informacion),2025-01-22 16:41:13.334725+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Devolucion a emision (corregir informacion)
4514,Finalizar envio poliza y factura al cliente,2025-01-23 17:01:36.490764+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Finalizar envio poliza y factura al cliente
4514,Finalizar proceso de emision,2025-01-24 21:19:32.705315+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Finalizar proceso de emision
4514,Recepcion pago,2025-01-25 11:21:42.835570+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Recepcion pago
4514,Registro de compromiso,2025-01-27 08:13:46.962748+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Registro de compromiso
4514,Enviar a Revisión suscripción,2025-01-28 05:56:57.309286+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Enviar a Revisión suscripción
4514,Revisión en suscripción,2025-01-28 22:44:54.676118+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Revisión en suscripción
4514,Realizar devolucion desde suscripcion,2025-01-28 23:31:45.991521+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Realizar devolucion desde suscripcion
4514,Enviar a Revisión suscripción,2025-01-29 08:15:56.600646+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Enviar a Revisión suscripción
4514,Revisión en suscripción,2025-01-29 12:09:29.929357+00:00,Renewal,Branch 3,Earthquake Insurance,Veronica,Patrick,Felix,3300,015510,Revisión en suscripción
